Target Name	101287 2001	101287 2002	101287 2004	101287 2005	101287 2007	101287 2008	101287 2011	101287 2013	101287 2014	10233 4004	10233 4005	10233 4006	10233 4007	10233 4008	10233 4009	10233 4010	10233 4011	10233 4014	10233 4015	10233 4016	10233 4017	10233 4018	10233 4019	10233 4020	107466 2003	107466 2005	107466 2006	107466 2007	107466 2008	107466 2009	107466 2010	107466 2011	107466 2012	107466 2013	107466 2015	107466 2016	107466 2017	107466 2021	98016 2006	98016 2007	98016 2009	98016 2010	98016 2014	98016 2016	98016 2018	98016 2019
BIRC5	5.6339595	4.268720428	4.033022618	3.956926969	2.924227223	5.461177531	5.37807594	5.982878851	4.557585373	4.158727012	4.724688966	6.17493721	5.541236665	6.151133573	6.127290195	6.063019061	4.183833188	5.138586727	4.917300574	6.494669012	5.688739087	5.635247294	3.938305088	5.35538061	3.333106047	3.327811604	1.542849104	2.479748738	1.233985	2.195455985	2.53235562	1.664385619	2.827141857	1.1169925	2.724227223	1.781378119	3.234735427	1.667970001	3.593445252	7.402183966	4.118555639	5.778225443	5.158493862	3.376834104	3.291065444	3.56634062
TNFSF18	3.685698207	3.536829182	1.781378119	2.059841604	1.581378119	4.00334425	4.300367437	5.286240899	2.981378119	3.941719791	4.348706549	5.92024621	5.660633327	5.924076609	5.876678045	5.762492745	4.010819104	4.918717024	4.882143267	6.296204309	5.417037901	5.332489237	3.750907048	5.078393032	2.762756238	1.962756238	0.2	0.761470984	1.064385619	2.312448485	1.9169925	1.267970001	1.467970001	1.795455985	1.498370619	1.233985	2.907249443	1.2	2.559856324	6.917823766	3.061126858	4.874526736	4.159212359	3.144422752	2.33235562	2.64934812
CD7	4.141052261	3.786198275	3.138305088	2.633985	1.879748738	4.344734855	5.219086616	5.819046628	3.279748738	4.56571377	6.148319237	7.249398011	6.909577533	7.168802833	7.139567549	7.372651363	5.990072128	6.290758612	6.453492696	7.47525447	6.81563206	6.442590088	5.276265602	6.638956507	4.197647066	4.349120423	3.310437752	3.450525696	2.607234723	4.069375454	4.16650755	3.536829182	4.04951505	2.395455985	3.95432175	3.875658971	3.998870687	3.843912175	3.595385532	7.800354065	4.065791072	6.032842968	4.893633321	3.726621751	3.333106047	3.572943631
HDC	3.404334809	3.113198912	1.615363119	1.912448485	1.098370619	3.875204723	3.657643447	4.886932161	2.673919469	3.399135767	3.877015755	5.780199077	4.75035065	5.620673571	5.560665296	5.481013954	3.847992413	4.706569818	4.641541573	6.312854422	5.039021566	4.924634437	3.619836682	4.846111405	2.554627841	2.665791072	0.4	1.5509775	0.4	0.981378119	1.064385619	0	1.433985	0.7169925	1.1509775	1.1169925	2.582128546	0.9169925	2.542849104	6.540931528	3.121327309	4.848846749	4.475464203	2.751727927	2.107249443	2.835390454
ITPK1	4.321928095	3.584962501	2.321928095	2.321928095	2.584962501	4.857980995	4.523561956	5.781359714	3	4.459431619	5.209453366	6.714245518	6.266786541	6.442943496	6.392317423	6.303780748	4.584962501	5.426264755	5.491853096	7	6.06608919	6.022367813	4.700439718	5.64385619	4.459431619	4	3	3.169925001	1.584962501	4.321928095	2.584962501	3.169925001	3.459431619	3	2	3	3.321928095	2.584962501	3.321928095	7.087462841	2.807354922	5.727920455	4.64385619	3.584962501	2	3.459431619
PFKFB3	4.801674781	4.491628447	3.838198344	4.34878311	2.887342308	6.21072034	6.089580951	6.575548178	4.340342514	4.96245364	5.021040172	6.28026862	6.118164902	6.370936781	6.368812791	6.604153989	5.141401374	5.495240736	5.832479741	6.920485604	6.398323236	5.766077857	4.754345927	5.773559736	4.075062199	4.492794263	3.69546944	4.031903815	3.142849104	4.088080569	4.207234723	3.370349808	3.475204723	2.668859182	3.658485897	3.56634062	4.799669329	3.308558012	3.451713207	7.099693602	3.741234443	5.661928978	4.73196439	3.341234443	3.165150767	3.376299277
CSF1	4.023073768	3.546826809	2.698370619	2.627141857	1.433985	3.988901236	4.488390659	5.480193074	3.179228632	4.276093904	5.229044255	6.561516058	6.264030902	6.533721259	6.50890579	6.498983053	5.238003056	5.541985241	5.735750284	6.781990185	6.442087367	5.703244555	5.030600978	5.786129567	3.461126858	3.073919469	1.633985	1.9169925	1.498370619	3.492934674	3.063029912	1.9509775	2.868720428	2.395455985	3.345243632	2.756926969	3.826419607	2.751727927	3.183772647	6.877742239	3.492449327	5.112187346	4.737998997	2.995455985	2.868859182	2.882937047
CD33	4.038319809	3.519683207	1.815363119	2.3169925	1.664385619	4.49901173	4.194326672	5.434046632	3.317742927	4.075323439	4.439971306	6.194092602	5.665156172	6.275156887	6.12727842	5.918813222	4.186825417	5.189480347	5.171265528	6.494208762	5.795909387	5.38678437	4.13600596	5.407823253	3.087342308	3.259841604	1.7169925	1.912448485	1.9509775	3.127641925	2.770349808	2.007234723	2.53235562	1.625856603	2.362756238	2.304320088	3.182643335	2.356926969	2.817757648	6.963102472	3.716922047	5.435199801	4.5192101	2.921466063	2.759856324	3.248158266
STAG2	5.227324954	4.289841822	3.438458563	3.585712928	2.724227223	5.292137722	5.283010772	6.120071693	4.224822747	4.875035044	5.926262903	7.248472938	6.686280669	7.109827927	6.931386638	7.06696419	5.79481304	5.976515829	6.012985909	7.428943233	6.730534895	6.276921652	5.450321735	6.289865679	5.372804877	4.35344033	2.793445252	3.147322666	2.90790447	4.050253947	3.687342308	3.353905591	4.344134357	3.034735427	3.965150767	3.355312309	3.738958631	3.919683207	3.815363119	7.562263358	4.088782962	5.937594598	5.240843776	3.618161012	3.185851682	3.539447818
EGF	3.242863824	3.250237301	2.112448485	1.3169925	0.9169925	3.805510039	3.468720428	5.062202363	2.162756238	3.761626926	4.104228065	5.99482129	5.008519976	5.819044273	5.760878154	5.543281926	3.794326672	4.677015755	4.288545579	6.30596579	5.314793062	5.266413786	3.722871516	5.124404642	2.310149357	2.3509775	0.4	1.033985	0.5169925	2.142849104	1	1.098370619	1.064385619	0.7169925	1.942849104	1.981378119	1.581378119	1.464385619	2.601405453	6.856774242	3.279213912	4.863008237	4.265699049	2.501955001	2.807234723	3.099944268
TBXAS1	4.790799635	3.93146369	3.185712928	3.571635062	2.310149357	4.840842582	5.043837723	5.699252299	3.912543885	4.20131343	5.008186762	6.499792465	6.06847505	6.071948726	6.450801183	6.211204835	4.857809195	5.150907048	5.536335652	6.846410216	6.024286326	5.689893798	4.010819104	5.487271856	4.313733739	4.164329887	2.362756238	3.19763042	2.679748738	4.43529843	4.333620835	3.182783573	3.165805793	2.942849104	3.702844182	3.825550512	4.437068011	3.602690707	3.525050444	7.131595463	3.630844955	5.508523426	4.689936131	3.357845591	3.034735427	2.859841604
RRM2	6.492790223	4.634188434	4.450680866	4.610352579	4.320110356	6.124670093	6.1409646	6.288637894	5.317978658	4.841860209	5.523220974	6.732936931	6.572398126	6.910502805	6.689923337	6.857388568	5.063500892	5.758054266	5.748247021	7.101532715	6.355131105	6.056205701	4.801565466	5.924957522	5.340994312	4.527978535	2.498370619	3.644634425	2.893291777	3.714911315	3.592434606	2.671620341	4.433201715	2.415363119	4.421220565	4.165805793	3.052227996	3.027141857	3.996741239	7.825395897	4.750848324	6.286980643	5.343328056	4.344364028	4.078907821	3.661554006
PDK1	5.249169182	3.516098826	2.691065444	2.793156857	2.098370619	4.607903167	4.353905591	6.120776929	3.772527472	3.996741239	4.984369231	6.576733898	5.873989186	6.113026396	5.959245637	6.328555371	4.739709058	5.182752463	5.423913076	6.53122999	5.687917486	5.439434435	4.205775462	5.409953693	4.548326642	3.711723006	1.3169925	2.479748738	1.981378119	3.890736518	3.435250216	3.165150767	2.956271943	3.898398796	3.513591215	3.167983456	3.799929547	4.670163563	2.651713207	6.905164181	3.279213912	5.265694447	4.213092168	2.984962501	2.724227223	2.785851682
CACNA1E	3.738213065	3.313198912	2.298370619	2.445763738	1.698370619	4.08073889	3.580941035	5.242793371	2.510149357	3.43920899	4.147454751	6.092062643	5.200853323	5.848428273	5.905253611	5.595336771	4.024241943	4.945161012	4.646933553	6.278617216	5.294210399	5.344596101	3.714911315	5.046041624	3.394730506	2.098370619	0.9169925	1.4	0.5169925	1.498370619	1.645763738	1.581378119	1.5169925	2.112448485	1.542849104	1.425856603	2.478463485	1.3509775	2.815363119	6.99171147	3.746826809	5.152903865	4.858947929	2.956271943	2.596741239	2.848813293
MTF1	3.953445298	3.558212223	2.1509775	2.459841604	1.1169925	4.187295383	4.011961834	5.296491139	2.912448485	3.547837455	4.914025803	6.138161928	5.663300165	5.997000273	5.791318476	5.933821675	4.694108243	5.181908164	4.975219444	6.44769399	5.624295447	5.240730897	4.194326672	5.203122824	3.760023255	2.944134357	1.698370619	0.864385619	1.498370619	2.879748738	2.581378119	1.1169925	2.873919469	1.781378119	3.002035681	2.128771238	2.522941969	1.9509775	3.096221132	6.737435448	2.769528929	5.174002491	4.37763449	2.748798572	1.910149357	2.748798572
HDAC6	5.087206649	4.179526556	3.021312588	2.959856324	1.890242222	4.799698253	5.206620199	5.683129485	4.191565512	4.465422803	5.454768773	6.59293621	6.012689858	6.449396383	6.445593389	6.415930482	4.729675554	5.515954336	5.362716611	6.852450378	6.12573781	5.855093228	4.649135143	5.80001172	4.391124448	3.299776073	1.633985	2.852227996	1.898370619	2.988612842	2.678463485	2.5509775	2.875631872	2.576834104	3.082143267	2.88333312	3.072443563	2.507249443	3.162756238	7.217159974	3.379228632	5.432619396	4.898398796	3.485307763	3.214007413	2.879213912
CCL27	2.953445298	2.877443751	2	1.29248125	0	3.77344723	3.947408882	5.1077665	1.29248125	3.997176718	4.22766361	6.020144861	5.196158711	5.646160816	5.623370299	5.523220974	3.77344723	4.769579406	4.357122759	6.011357287	5.086838568	5.26569073	2.453445298	5.142701109	2.584962501	1.953445298	0	1.160964047	0.5	0	0	2.321928095	1.29248125	1.79248125	1.79248125	1.584962501	2.160964047	1.160964047	1.79248125	6.505613628	3.064641508	4.962406252	4.488639962	3.169925001	2.564641508	2.403677461
IL23R	3.185851682	3.541234443	1.264385619	1.181378119	0.8	3.8797287	3.388612842	5.146151571	2.790911969	3.549717194	4.104641939	5.999736071	5.16544869	5.707105732	5.956850764	5.527482678	3.891412038	4.965080314	4.521720633	6.231161215	5.260025874	5.43529843	3.387842377	5.098814955	2.033985	2.078463485	0.4	0.6	0.6	1.878463485	2.045763738	1.3169925	1.5169925	0.664385619	1.328771238	1.033985	2.325871324	1.912448485	2.64934812	6.74987005	3.333533195	5.024728364	4.589436063	2.667970001	2.24934812	2.976834104
ZNF205	4.392317423	4.087462841	1.723308334	1.881285397	1.528320834	4	4.025605199	4.730378782	2.927119905	3.497284365	3.947450114	5.689603254	5.016757937	5.727920455	5.867662922	5.498607935	3.685094145	4.721635642	4.643825411	6.071844333	4.856222898	5.117956824	3.478903847	4.82304434	3.099736006	1.666666667	1.389975	2.464105808	2.21461873	1.797439141	1.1949875	0.528320834	1	1.1949875	2.325759974	1.389975	2.497284365	1	2.376427672	6.346583919	3.321928095	5.105709975	4.304919613	2.130772474	2.251629167	2.520747475
MAP3K7	4.791793276	3.706428563	2.958212223	3.588612842	2.162756238	4.712119558	4.865065593	5.777400378	3.799135767	4.360663522	5.496238985	6.949712173	6.294700171	6.639420425	6.580453521	6.614647473	5.400251398	5.835600452	5.785482481	7.005732682	6.197764332	5.914341006	4.853536565	5.781275462	4.434257842	4.058712291	2.601405453	2.982128546	2.259841604	3.190256943	3.442863824	3.121327309	3.468720428	2.493826604	3.691527476	3.307249443	3.413352386	2.955451063	3.387235565	7.320802838	4.02048127	5.63043736	4.764329887	3.826419607	3.323039711	2.904320088
ERCC6	4.086983461	3.958727012	2.033985	2.3509775	1.845763738	4.240497472	4.26734315	5.516496902	2.682937047	4.127323508	4.864315166	6.493174913	5.586986307	6.154691266	6.132559588	6.122194814	4.601123539	5.270898091	5.022775262	6.554652998	5.865974169	5.565463302	4.5090472	5.446034106	3.916922047	3.134750148	1.1169925	1.5169925	1.233985	3.086521429	2.698370619	1.298370619	2.161470984	0.9169925	2.816113546	2.015363119	2.887342308	1.833985	2.807234723	7.09481957	3.242863824	5.090028446	4.685653426	3.04934812	1.962756238	2.576834104
GIMAP4	4.632523995	4.014233807	3.652227996	3.218947501	2.917742927	5.18596632	5.707873633	6.441426955	3.599929547	5.089284608	6.951550883	8.094911675	7.55903496	7.880296779	7.730815022	7.94644799	6.678615497	6.80909001	7.076038334	8.131928139	7.634274852	7.036414526	6.174274469	7.002338152	4.513542206	5.282735708	3.667503475	3.950015118	3.252536428	4.508558012	3.927641925	3.997911054	5.05227621	3.427430252	5.086374597	4.392197223	5.013634025	3.972290089	4.665457897	8.200303259	4.772457019	6.51728885	5.308845454	4.370363226	4.518423008	4.207556573
MIF	7.058023077	5.254784269	5.214984234	5.252316784	4.47213513	6.75890535	6.698885667	6.786071666	6.087704352	5.71427643	6.610098992	7.77139774	7.461154114	7.547621942	7.346425549	7.72742451	5.760953856	6.796245722	6.856089169	7.951592231	7.17070131	6.712654806	5.407379977	6.952020869	5.862389151	5.074763563	3.765805793	3.733106047	2.833091326	4.484835719	4.248930371	3.54188947	4.641657709	3.627907273	4.564030805	3.835390454	4.512723142	4.169990961	4.748706549	8.243342116	5.005426454	6.331455132	5.668874083	3.896221132	4.005036566	3.894210399
C4B	3.829536386	3.417757648	1.625856603	2.098370619	1.361470984	4.346600415	3.980248806	5.452858279	2.524227223	3.799929547	4.704834877	6.31103509	5.540458516	6.010906991	5.925595286	6.13451587	4.311947114	5.044501794	5.189952236	6.560043381	5.612188392	5.62698261	3.734917078	5.325831696	3.482143267	2.663425985	1.233985	1.728771238	0.9169925	2.958212223	1.995455985	1.3169925	1.890242222	2.184962501	1.742849104	2.039934469	2.724227223	2.233985	3.104320088	6.905117809	3.750083826	5.194903854	4.72873161	3.342849104	2.590256943	2.955451063
EFNA3	5.464252541	3.84453984	3.487821179	3.711911161	2.944313829	5.218466153	4.964919334	5.61355135	4.255103933	4.400094388	4.420476022	5.938103329	5.537278928	5.892930293	6.044992834	5.884217364	4.088622613	4.873815423	5.043379028	6.27462241	5.606647579	5.277789013	3.371268641	5.149031056	5.137499736	3.579282482	2.72104263	2.244319981	2.032320754	1.54248125	2.057204673	1.54248125	2.057204673	2.660964047	2.428561379	2.443284802	2.519203899	1.799918086	2.476722649	6.754863181	2.798073204	4.832159967	4.236603788	3.025821952	2.165444524	2.824802005
GNG7	3.836043996	2.962756238	1.742849104	1.962756238	1	3.889044202	3.816113546	5.141234443	2.491065444	3.741719791	4.727668444	6.322072328	5.388757075	5.634107509	5.910300222	5.7122312	4.186198275	4.905536634	4.60610541	6.412420275	5.394660053	5.388039327	3.836440069	5.024310245	2.894715785	2.574534976	0.7169925	1.5169925	0.5169925	2.13235562	1.698370619	1.962756238	1.942849104	1.878463485	1.698370619	1.608878824	2.356271943	2.395455985	2.659841604	6.830205834	3.385851682	5.16892199	4.597731391	2.859841604	2.556926969	2.668720428
GADL1	3.296221132	2.645763738	1.633985	1.7509775	0.8	4.046933553	3.439842446	5.138542281	2.576834104	3.326621751	4.068720428	5.748500131	4.994869823	5.572735022	5.717306424	5.484934676	3.385851682	4.638458563	4.479915669	6.071605803	5.087654411	5.133471758	3.385851682	5.042013864	2.098370619	1.433985	0	0.5169925	0.6	1.4	1.433985	1.264385619	1	0.9169925	1.633985	1.833985	2.304320088	0.2	2.190256943	6.561532616	2.859841604	5.00308301	4.079026488	2.242863824	2.478463485	2.898370619
CCL25	3.337650062	3.333533195	0.7169925	1.2	1.478463485	3.821312588	2.944422752	4.996018988	1.878463485	3.716922047	3.716922047	5.572900278	4.859535513	5.621783568	5.704861909	5.436805104	3.225550512	4.425786151	4.140149576	6.241937194	4.861727355	4.966981731	3.324227223	4.809927174	2.728771238	1.667970001	0.9169925	1.064385619	0.6	1.528771238	0.3169925	1.3169925	1.033985	1.361470984	1.645763738	0.781378119	1.770349808	1.181378119	1.615363119	6.571273441	3.268720428	4.868720428	4.14203483	2.484412953	1.890242222	2.804334809
PRKCG	3.635250216	3.113733739	2.301955001	1.9509775	1.5509775	3.714160888	3.734485068	5.003500014	2.971635062	3.896922889	4.325227359	5.935389839	5.235057278	5.606671635	5.842704864	5.636064123	3.711319172	4.876537469	4.557794474	6.231450156	5.110437752	5.028746331	3.351727927	4.87319399	2.584962501	2.215363119	0.9169925	0.833985	0.7169925	1.928771238	1.664385619	0.961470984	1.728771238	0.5169925	2.045763738	1.433985	2.1509775	1.433985	2.356926969	6.728874134	2.814828293	4.918918865	4.029834309	2.693826604	2.1509775	2.581378119
SMAD4	5.586183391	4.178407752	3.813352386	3.724976222	2.802035681	5.471104633	5.682965223	6.052581381	4.780986889	4.705525467	5.324047702	6.831955073	6.313232531	6.664342634	6.689908157	6.628015829	5.575096889	5.571441193	5.844895359	6.942955	6.371249111	5.975020678	4.982450397	5.810629343	5.081459363	4.197541625	2.762756238	3.121327309	2.712448485	3.733355756	3.465138388	2.815363119	3.697933535	2.899121046	3.799621114	3.387235565	3.463948535	3.074802005	3.599929547	7.130991885	3.921812656	5.505544284	4.823421064	3.624241943	2.924227223	2.944134357
COL17A1	3.685462569	3.176834104	1.7169925	1.2	1.033985	3.321812656	3.57533816	4.980105489	2.717742927	3.702955137	3.963756374	5.872491826	4.821169428	5.699819007	5.720396244	5.538048356	3.854642562	4.798800235	4.302121931	6.170520504	5.068219056	5.050699044	3.590325244	4.62489697	1.845763738	1.698370619	0.6	0.664385619	1	2.193156857	1.1169925	0.7169925	1	0.4	1.1169925	0.864385619	1.3509775	1.581378119	1.9509775	6.701874895	3.124227223	4.798345712	4.152121252	2.717742927	2.039934469	2.342849104
NGFR	4.089519972	3.560606751	1.667970001	2.362756238	1.478463485	4.267566622	4.052035057	5.7784887	2.620657562	4.290805225	5.103352377	6.350767827	5.993230638	6.431091273	6.508368505	6.021254717	4.719835379	5.543173677	5.754013317	6.713193101	5.848382007	5.608321989	4.60610541	5.320115324	2.956271943	2.93235562	1.645763738	2.059841604	1.3509775	2.882937047	2.059841604	1.981378119	1.928771238	1.298370619	1.942849104	1.912448485	2.668720428	2.184962501	2.841219723	7.221193514	3.438805156	5.386317095	4.886566381	3.340699617	2.976834104	3.368705707
CCL21	4.863759547	3.324802005	0.396240625	2	1	3.576408572	3.714543828	6.365366115	1.976722649	3.737821179	4.974425919	6.140208213	5.702005368	5.874395724	6.039879768	5.510128621	5.425448444	4.89149864	4.06168515	6.538781143	6.319825739	5.430493408	3.580393958	4.768592866	2.080482024	2.481203126	0.25	0.79248125	1.04248125	1.598079356	1.330482024	1.54248125	1.330482024	1.580482024	1.938721876	1.146240625	1.646240625	0.5	2.25	6.628733833	2.821928095	4.851933119	4.12233656	2.548073204	2.428561379	2.481203126
ANGPT2	4.016113546	3.652227996	2.181378119	2.195455985	2.015363119	3.875204723	3.902535749	5.272108609	3.094715785	3.925050444	4.124742011	6.043731329	5.13146369	5.785892184	6.006821039	5.620036104	3.812341741	4.616936768	4.62386188	6.247927513	5.228931213	5.353445484	3.408057944	5.04182022	3.371100235	2.467970001	1.033985	1.698370619	0.633985	1.864385619	2.298370619	1.667970001	1.756926969	1.1509775	2.257542476	1.5509775	2.44934812	1.445763738	2.504320088	6.978337893	3.230330166	5.200797721	4.590900894	2.92221649	2.13235562	2.342849104
REN	3.574823371	3.513198912	1.195455985	1.633985	0.2	4.072183345	3.90790447	5.025706399	3.086521429	3.770349808	4.323324126	6.071535313	5.225595465	5.803609329	5.683742159	5.784313466	3.876774602	4.811569531	4.936007034	6.452716547	5.304573001	5.320452752	3.507249443	5.450953556	3.018551428	2.415363119	0.7169925	1.581378119	1.233985	1.433985	1.698370619	2.33235562	2.015363119	1.233985	2.304320088	1.562756238	2.795455985	1.795455985	2.596206412	6.8889654	3.156271943	4.823636771	4.598898864	2.821312588	2.421312588	2.595455985
KLRK1	3.795469402	3.141234443	2.245763738	1.381378119	1.615363119	4.388612842	4.90223664	5.485637149	3.144134357	4.355751468	5.932142007	7.335194389	6.858845601	7.088376045	6.953622546	7.328354421	6.080748418	6.154211144	6.42349812	7.328928683	6.757948524	6.504455991	5.670655407	6.477898266	4.301632653	4.556333575	3.041219723	3.157677396	2.976834104	4.14004459	3.62489697	3.382951768	4.281546495	2.667970001	4.075204723	3.236043996	4.514733875	3.271620341	3.085043181	7.246867698	3.599929547	5.618393612	4.537083905	2.667970001	3.214007413	3.511139509
FCGR3A/B	5.814904073	5.20300061	4.630583715	4.188612842	3.356926969	6.123304693	5.887430736	7.034612522	5.493219364	5.374606867	5.062160272	6.498445401	6.7533275	6.848308421	6.759686833	6.482985276	4.839964658	5.881481557	5.990556175	6.834638708	6.236782554	5.50903829	4.25227621	5.73806542	5.485479604	5.642872189	5.014694741	4.598006454	4.446514165	6.32353787	5.602913895	5.134679695	4.268533004	3.72976139	4.718068547	5.475602415	6.619383322	4.941109773	4.500429615	7.386624147	4.427892284	6.010388726	4.767992238	3.828430388	3.299944268	4.012223074
TOP2A	6.163405327	4.740152623	4.050237301	4.246326741	3.785129431	5.946532612	5.83136735	6.138355341	4.861824818	4.778798717	5.123441205	6.768943885	6.203713351	6.598188764	6.498131051	6.583860553	4.660500007	5.599790793	5.597714853	6.916529306	6.140896701	5.827720679	4.459662083	5.899687131	5.048218807	3.83335815	2.176834104	3.462236132	2.587327588	3.185712928	2.73235562	2.904320088	3.684835719	2.53235562	3.582951768	2.464385619	3.381378119	2.615363119	4.032354317	7.644859541	4.373920275	6.060500007	5.418358997	3.780248806	3.852536428	4.13252255
COL11A2	3.313733739	3.288627562	1.498370619	2.015363119	1.233985	3.97863186	3.585962637	4.919638676	2.562756238	3.596206412	3.866959404	5.827324414	5.022417449	5.570024128	5.619475783	5.379930389	3.447561495	4.633914548	4.444316008	5.942449127	4.800535813	4.999647607	2.879748738	4.861293788	2.479748738	1.833985	0.2	1.478463485	1.033985	1	1.233985	0.833985	1.161470984	1.033985	1.625856603	0.9169925	1.581378119	0.9169925	2.473264443	6.62174549	3.538958631	4.993709173	4.203513929	2.142849104	2.161470984	2.229440985
ROPN1	3.287342308	3.113198912	1.5169925	1.815363119	1.181378119	4.056097974	3.673827446	5.058127498	2.693826604	3.5449081	4.175456827	5.795864052	4.679748738	5.471382142	5.529369683	5.36467648	3.838319809	4.678525117	4.62754733	6.214164701	5.192033379	4.818110364	2.607234723	4.895481201	2.585851682	2.451713207	0.4	0.781378119	0.9169925	2.067970001	0.9169925	1.1169925	1.981378119	0.833985	2.464385619	1.981378119	2.521466063	1.233985	2.504320088	6.464989125	3.380022413	4.614053414	4.222455318	2.534750148	2.664385619	2.365944547
DUSP10	3.92638319	3.507734791	2.098370619	3.16634062	1.433985	4.498432251	4.270028997	5.262896361	3.438458563	4.126434327	4.731331059	6.282306203	5.5136235	6.112377333	6.077186117	6.04215656	4.648454445	4.998915385	5.115694072	6.567443763	5.842899889	5.574020275	4.222597842	5.488375775	4.127276777	3.034735427	1.478463485	1.808878824	1.581378119	2.73235562	2.504320088	1.867970001	2.982128546	2.098370619	2.290242222	2.259841604	2.795455985	2.504320088	2.824241943	6.917131159	3.007234723	5.205620062	4.693745712	3.048813293	2.464385619	2.904320088
RSAD2	3.899541526	4.781209004	2.776834104	2.396741239	1.381378119	4.372885825	4.449551553	7.921434869	3.531226307	4.30701254	5.230893169	6.462614388	5.823673348	6.514542776	6.302015587	6.171729826	4.489173521	5.811243544	5.336772875	7.095710246	6.116837812	5.949284084	4.541234443	5.549821666	3.577217899	3.029440985	1.698370619	2.304320088	1.1169925	2.587327588	2.245763738	1.633985	2.568705707	1.5509775	2.607234723	1.425856603	5.234653444	2.059841604	3.125871324	7.137941191	3.714911315	5.454940451	4.777216261	3.75389732	2.698370619	3.193841325
CD53	5.471053475	4.787316015	4.507830247	4.760335357	3.17041811	6.052571172	6.3808096	7.198851718	4.816363256	5.527097927	7.776698524	8.976952718	8.409349822	8.331889557	8.335164793	8.760756826	7.592186911	7.473200529	7.699010476	8.948826633	8.362128644	7.733493533	7.158873865	7.841414036	5.653059769	5.829987713	4.426585658	4.772811	4.302254016	5.790218516	5.673823571	4.926262903	5.431895007	3.834735427	5.478576008	5.222577804	5.433398839	5.382049286	5.000619435	8.871782069	5.328945424	7.214309464	6.510434849	5.08741061	5.073506093	4.99855227
SAMSN1	4.330344887	4.334320306	3.805620062	3.172062211	2.73235562	5.51554477	5.20803115	6.337166322	3.99943369	4.674440381	5.77437945	6.967234679	6.594996871	6.832045391	6.872478306	6.946954524	5.733462743	5.969590561	6.198776919	7.469166177	6.752050597	6.10376157	5.400464735	6.186078639	4.594706544	4.49167171	3.463425985	3.584962501	2.441219723	4.500266368	4.221312588	3.573764511	4.010284277	2.971635062	4.135676013	4.321494239	4.209547268	4.029536386	3.282937047	7.207887165	3.753036497	5.646286158	4.852343998	3.424500897	3.311723006	3.465959268
AXIN1	4.751618612	3.968705707	2.328771238	3.272443563	1.374072944	4.947040752	4.736336818	5.776920825	3.456438458	4.30342795	5.353309037	6.925361624	6.324065156	6.509324695	6.60926422	6.629441092	5.493290956	5.946811463	5.846652244	6.946015317	6.400954583	6.17987478	4.86836158	6.075215055	4.361532616	4.053536565	2.279748738	2.859841604	2.208878824	3.556926969	2.993445252	2.653357308	3.531820793	2.407234723	3.832855688	2.865791072	3.594730506	2.768705707	3.16634062	7.284737442	3.579930389	5.783060185	5.196476325	3.090242222	2.873919469	3.379228632
PSEN2	3.735235495	3.807354922	1.9509775	3.057542476	1.3509775	4.494887351	4.050237301	5.406301508	3.516922047	3.859841604	4.605775462	6.206255409	5.604438677	6.004219246	6.103990142	6.003404328	4.50381062	5.119683207	4.892517628	6.492662648	5.595140071	5.451412621	4.030330166	5.306892305	3.752728064	2.525871324	1.581378119	1.995455985	1.233985	3.254642562	2.581378119	2.298370619	2.621312588	2.007234723	2.646514165	2.207234723	3.048813293	2.690242222	2.425856603	6.609371374	3.218551428	5.076370222	4.44412904	2.542849104	2.504320088	2.615363119
IL5	2.842863824	2.941234443	0.864385619	2.215363119	1.664385619	3.580248806	3.731345023	4.575219444	2.404473563	3.305605342	3.623707116	5.530804285	4.678393032	5.312871468	5.487474018	5.398685194	3.149848188	4.565337005	4.09776534	5.847413831	4.912247519	4.886137214	3.208878824	4.662937889	2.059841604	1.664385619	0.633985	0.7169925	0.7169925	1.033985	1.795455985	1.1169925	0.864385619	0.3169925	1.633985	1.181378119	1.181378119	0.4	2.207234723	6.429271628	2.818551428	4.647992413	3.221312588	2.937650062	2.090242222	2.361470984
COL6A3	6.641253143	6.489362546	5.633866239	5.701534476	3.643349172	7.383227909	7.356861068	8.01022423	5.803487135	7.940738655	8.280413211	8.354084447	9.673012139	9.552601008	9.350741194	9.068538329	7.660841111	8.331578134	8.787640744	9.31063388	9.041624656	7.816034047	7.919684667	8.727050518	7.110886575	7.839249118	6.333828368	6.751919934	5.857856697	6.742368334	6.827143952	6.630692585	6.806662554	5.393482477	7.78948893	5.728710958	7.095981808	5.81052208	6.697801583	8.846007674	6.974462832	7.179059986	6.68606501	5.790552657	5.256781176	5.56650755
MEN1	4.671388387	3.824241943	2.796741239	2.84934812	2.059841604	4.582783573	4.520302748	5.648539228	3.438458563	4.122849946	5.072212269	6.542135484	5.930215792	6.154953461	6.172326132	6.315905543	4.702518004	5.325335915	5.244425371	6.572088749	5.866139386	5.70115422	4.530673635	5.409782906	4.277806307	3.468720428	1.645763738	2.064385619	1.595455985	2.421312588	2.914160888	2.467970001	2.971635062	2.090242222	3.090242222	2.362756238	2.704320088	2.354627841	2.842863824	7.000802338	3.661415252	5.384179216	4.561532616	3.547322666	2.1509775	2.704320088
