Target Name	101287 2001	101287 2002	101287 2004	101287 2005	101287 2007	101287 2008	101287 2011	101287 2013	101287 2014	10233 4004	10233 4005	10233 4006	10233 4007	10233 4008	10233 4009	10233 4010	10233 4011	10233 4014	10233 4015	10233 4016	10233 4017	10233 4018	10233 4019	10233 4020	107466 2003	107466 2005	107466 2006	107466 2007	107466 2008	107466 2009	107466 2010	107466 2011	107466 2012	107466 2013	107466 2015	107466 2016	107466 2017	107466 2021	98016 2006	98016 2007	98016 2009	98016 2010	98016 2014	98016 2016	98016 2018	98016 2019
IRF2	4.165696725	3.605620062	2.668859182	2.642863824	1.928771238	4.651467727	4.709941895	5.811535439	3.430726239	4.172290089	5.65585346	6.970921865	6.306465605	6.736557692	6.590502146	6.706846065	5.550569338	5.775120287	5.799929547	7.161241045	6.605325195	5.908030835	4.925708332	6.010613994	4.263425985	3.802035681	2.259841604	2.257080444	2.128771238	3.565805793	3.441734512	2.687342308	2.899121046	2.981378119	3.20032562	3.510149357	3.681807735	3.404334809	3.071620341	7.212273624	3.823658447	5.698265484	5.009159913	3.619836682	3.394730506	3.221312588
MAPK1	4.662837482	3.731728769	2.787327588	2.838319809	1.981378119	4.882033951	4.867817331	5.786137516	3.833914548	4.658105479	5.64620148	6.925516298	6.446836619	6.693185818	6.706601717	6.783103858	5.435672093	5.521621134	5.852096549	7.18555855	6.501151481	5.943534706	5.087117165	5.958684631	4.426012545	4.006331626	2.298370619	2.827141857	1.981378119	3.230726239	3.304320088	2.848158266	3.536927811	2.702844182	3.820575579	3.076848824	3.464315166	2.833985	3.58742533	7.128154303	3.772290089	5.477381466	4.859260358	3.282937047	2.928771238	3.291815871
GPX1	6.903292413	5.946829136	6.009689791	6.270739453	4.656216211	7.406062113	7.260555034	7.809523666	6.523220466	6.444579434	7.449868404	8.121679469	8.273048983	8.232593184	8.265405938	7.969496348	6.805671922	7.133139429	7.438285662	8.313371718	8.445458231	7.27952542	6.439958028	7.381793616	6.92649836	6.65968584	5.856446852	5.91970738	4.987500016	6.824750197	6.749183903	5.436064396	6.007615997	5.518373718	6.416552992	5.554570736	6.904297193	6.269429703	6.257571572	8.50031126	6.007311446	7.539934384	6.920549775	5.558534074	5.90115809	5.19399498
CD244	3.633914548	3.453821682	2.362756238	2.110149357	1.3169925	4.421694746	4.209547268	5.539590342	3.208057944	4.223740572	4.690506267	6.469616055	5.51833618	6.261948498	6.173245395	6.1573076	4.736664983	5.351624174	4.954542591	6.628315356	5.738994472	5.519472669	4.246326741	5.362749194	3.671570414	2.554627841	1.633985	1.181378119	1.6	2.548798572	2.433985	1.962756238	1.890242222	1.993156857	1.7509775	2.184962501	2.887342308	2.067970001	2.595455985	7.136736122	3.583437115	5.377630531	4.818320651	3.13235562	2.956926969	3.171635062
FUT7	3.704013997	3.299121046	2.045763738	2.045763738	0.4	4.12033675	3.972290089	5.378954294	2.742849104	3.993156857	5.387028162	6.613469998	5.862479673	6.45006012	6.292714838	6.379258821	4.789898095	5.150648574	5.344774844	6.742721828	6.134232706	5.627308057	4.49017177	5.538533486	2.810819104	2.290242222	0.3169925	1.962756238	1.298370619	1.942849104	1.5509775	1.033985	1.5169925	1.761470984	2.621312588	1.633985	2.645763738	1.3509775	3.213352386	7.182442169	3.530344887	5.488814404	4.960675053	2.381378119	3.325871324	2.946433485
FANCA	4.923838915	3.996839461	2.751727927	3.71863445	2.156926969	4.841402819	4.8558185	5.671524522	3.590325244	4.404334809	5.08911291	6.352050799	5.870267223	6.290918285	6.408115659	6.117422586	4.611961834	5.209130472	5.368359353	6.843725565	5.944145879	5.748993306	4.116128267	5.478267771	4.887711015	2.924227223	2.53235562	2.815363119	2.298370619	2.853357308	2.875658971	2.679748738	2.781378119	2.601405453	3.119028181	2.498370619	2.821312588	2.264385619	3.380418485	7.154754452	3.728700785	5.469753842	4.910817801	3.630726239	2.931820793	2.862236132
PTCH1	4.43271237	3.839842446	1.833985	2.863425985	1.264385619	4.080748875	4.231714049	5.461538427	3.251742648	4.164553995	4.480499165	6.002283742	5.325492438	5.815463191	6.085997655	5.782179638	3.75620149	5.037526837	4.901900508	6.28445289	5.40659317	5.329542977	3.68155977	4.891527476	3.855297588	2.5509775	1.1169925	1.233985	1.1169925	2.546433485	2.427141857	1.981378119	2.059841604	2.13235562	1.787327588	1.562756238	2.304320088	1.264385619	2.893826604	6.855145036	3.119028181	5.22499237	4.160023255	2.746433485	2.913198912	2.793445252
INHBB	2.960745505	2.642863824	2.079748738	1.633985	0.5169925	3.558212223	3.711319172	4.500429615	2.824241943	3.634735427	3.898933622	5.63704505	4.691769702	5.263525112	5.097991734	5.097930007	3.331820793	4.308049829	4.467889109	5.688236631	4.631989169	4.452883022	2.607234723	4.517054132	2.078463485	2.362756238	0.633985	0.9169925	0.9169925	1.233985	0.4	0.6	1.542849104	0.833985	0.981378119	1.2	1.581378119	1.033985	2.025856603	6.192031957	2.907249443	4.56650755	4.142520177	2.215363119	1.962756238	2.067970001
HLA-DQB1	5.619067824	4.415778059	4.045236429	4.336492915	2.584962501	5.881259566	6.08720277	6.426703071	4.68393457	6.113561551	6.740831017	7.570382982	7.6967511	7.688523103	7.713122579	7.633454542	6.663185089	6.636161171	7.086259021	8.046947521	7.84552744	6.721598005	6.31717649	7.019639301	5.357265841	5.554371103	4.313804824	4.402744786	3.850248928	5.392317423	5.116611364	4.252879879	4.850729587	3.830617699	4.830617699	4.921623864	5.377366011	4.754887502	4.455440738	7.738754343	4.639061859	6.359277588	6.087462841	4.192948131	3.913260203	3.485109073
IGF2R	5.112461902	4.35287325	4.124549073	4.097146997	3.176834104	5.521273632	5.293511857	6.607681257	4.589018315	4.770993759	6.131003583	7.23151838	6.92415677	7.091436985	6.970926447	7.072865302	5.92507533	6.084142388	6.455512382	7.350996761	7.114965186	6.310158208	5.626108001	6.267769034	5.565331507	5.003205496	3.84025632	4.351727927	2.782128546	5.219025182	5.045088093	4.064948622	4.169990961	3.857335014	4.197452802	4.338544722	4.666709695	4.829759857	3.662292903	7.398158529	4.212341741	5.747870904	5.215299272	3.525244474	3.919316576	2.498370619
ATM	5.493859029	4.493199754	3.940699617	4.164329887	2.595455985	5.734328923	6.088247198	6.528222922	4.445946835	5.212042681	7.014397301	8.345174963	7.523045855	7.709814879	7.585392342	8.001332163	7.001507718	6.739082788	6.844762077	8.16656499	7.608019979	7.030613859	6.519623899	7.190884451	5.269435164	5.160012745	3.930344887	3.886840937	3.431974267	4.433889102	4.456440319	4.255297588	4.81901346	3.296221132	4.936520749	4.25888197	4.55355914	4.515531495	4.250810111	8.135706897	4.599390125	6.230968468	5.633670686	4.300429615	4.085462569	3.846120434
NECTIN2	4.014861748	3.241734512	2.190256943	2.968705707	1.698370619	4.44249429	4.254429586	5.756658526	3.232855688	4.094341393	4.691507438	6.021389252	5.738463025	6.279698158	6.178845739	6.005117846	4.51291159	5.140590478	5.230431371	6.457502524	5.986918021	5.716314505	3.895956053	5.317120152	4.124790226	3.382128546	2.242863824	2.790256943	1.233985	3.2	2.96634062	2.473919469	1.912448485	1.381378119	2.678463485	2.415363119	3.208057944	2.787327588	2.879748738	6.803670043	3.698300167	5.108116948	4.548706549	2.625856603	2.787327588	2.615363119
JAG1	3.80131343	3.293826604	2.310149357	2.762756238	1.1169925	4.136520749	3.850348256	5.43034026	3.143599531	4.192949395	4.294219928	6.083614075	5.609956834	6.172642764	6.21719787	5.826478789	4.227430252	4.960218911	5.06353019	6.316661829	5.421138582	5.285523319	3.977584531	5.024395599	3.783926303	3.099121046	1.064385619	2.162756238	0.5169925	2.602035681	2.290242222	1.898370619	1.93235562	1.781378119	2.154627841	1.728771238	2.693826604	1.698370619	2.879748738	6.923487782	3.584962501	5.171906464	4.517886524	2.815363119	2.854642562	2.887342308
FGF19	3.48333312	3.374823371	1.1169925	2.433985	0.633985	3.859855021	3.760023255	5.246927239	2.751727927	3.549848188	3.985851682	6.03896092	5.09509182	5.809750403	5.973020316	5.566705655	4.27424132	4.883410801	4.589378257	6.203172923	5.38883603	5.460243442	3.647822734	5.121720633	2.395455985	2.015363119	0.2	1.278463485	0.5169925	2.128771238	1.464385619	1.645763738	1.633985	0.5169925	1.433985	1.3509775	2.559856324	1.762756238	2.64934812	6.859380735	3.194730506	5.275204723	4.405581199	2.544134357	1.9509775	3.151727927
ANGPT1	3.071620341	2.524227223	1.781378119	1.264385619	0.833985	3.668720428	3.110833825	4.818497752	1.581378119	3.666709695	3.752728064	5.720407462	5.000929684	5.473996133	5.612676774	5.221994307	3.162756238	4.541388099	4.064315166	5.933578605	4.798718018	4.739447818	3.415363119	4.814570416	2.304320088	2.033985	1.033985	1.478463485	0.7169925	1.5169925	1.6	1.033985	1.445763738	0.7169925	1.1509775	1	1.728771238	0.5169925	2.239934469	6.424487146	2.356271943	4.529215574	4.184722369	2.590256943	1.7509775	2.045763738
NFKB1	4.605142007	4.027121819	3.245763738	3.208057944	2.576834104	5.025042329	5.051785726	6.125549209	3.551727927	4.661271091	6.062417243	7.207885695	6.78948937	6.994211153	7.043580483	7.129940778	5.661341377	6.074058088	6.163672865	7.471952151	7.000792555	6.264516468	5.349265746	6.309255306	4.646651639	4.206420449	2.590256943	3.546528886	2	3.724207185	3.869422185	3.176834104	3.837102856	3.113198912	3.883687474	3.781941122	4.011708285	3.67213513	3.910437752	7.4007287	4.218805998	5.823815548	5.284029261	3.942849104	3.367518196	3.641734512
IL22	3.433914548	3.323039711	2.407234723	2.1509775	1.425856603	3.582951768	3.750083826	5.040516513	2.490242222	3.485698207	4.064568716	5.777052475	4.801965228	5.601679142	5.759664407	5.520433634	3.681906363	4.862937889	4.734818449	6.000089808	5.09115153	5.143268947	3.415363119	4.826487394	2.756926969	1.898370619	0.833985	0.7169925	0.8	2.245763738	1.233985	1.1169925	1.498370619	1.498370619	1.6	1.664385619	2.701558928	1.645763738	2.742849104	6.608893558	2.868859182	4.726919675	4.153013181	1.898370619	2.298370619	2.342849104
FOSL1	3.61901346	3.477738005	1.845763738	1.762756238	0.864385619	3.890805225	3.852703359	5.111584252	2.717742927	3.792949395	4.36000998	5.930856753	5.020836818	5.670437984	5.710078904	5.66155006	3.933106047	4.640592873	4.757390075	6.272190375	5.099121046	5.162670988	3.33235562	4.926753461	2.981378119	2.098370619	0.2	1.033985	0.833985	1.698370619	1.781378119	1.3169925	1.5169925	0.5169925	1.698370619	1.6	2.298370619	1.5169925	2.245763738	6.817116886	3.554916236	4.949430439	4.345932114	2.776834104	1.9509775	2.698370619
CCNE1	4.313900669	4.058712291	2.415363119	2.312448485	1.3169925	4.656440319	4.255642698	5.513330621	3.254642562	4.426636472	4.663238294	6.276873191	5.509189723	6.173043861	6.355949489	6.020803722	4.571553079	5.35136908	5.00252218	6.579491737	5.520403842	5.617884148	4.095624361	5.350476129	4.016113546	3.059841604	1.264385619	1.395455985	0.9169925	2.362756238	1.878463485	1.698370619	1.942849104	2.1509775	3.064315166	2.3509775	3.052536428	1.981378119	3.039934469	7.086417365	3.600444336	5.357723397	4.871338427	3.333106047	2.699121046	3.221312588
ATF3	4.538051402	4.443645295	3.63804719	3.648055855	1.396240625	5.988050049	5.582924146	6.297577511	4.336901017	6.099914794	4.88804719	6.409751363	6.09781234	6.288165859	6.082192833	6.831812317	6.047942452	5.456252112	6.234754265	6.867447587	5.933440447	5.59333737	5.553131221	5.838830178	3.275821952	2.494319981	0.5	1.896240625	0.646240625	2.032320754	1.744319981	1.5	2.299918086	1.79248125	2.098079356	1.726722649	2.731203126	1.580482024	2.519203899	6.834012365	3.203445298	5.050395783	4.376638883	2.928561379	1.834962501	2.532320754
FANCG	4.755429387	4.056297725	3.381307666	3.219301855	2.615363119	4.85623277	4.620921606	5.744769346	3.782951768	4.287735633	4.603181003	6.258577386	5.775205528	6.250356897	6.186023063	6.088561978	4.519434836	5.19898669	5.14819084	6.653720782	5.698916686	5.675482609	4.081546495	5.163645983	4.421827377	3.248813293	1.815363119	2.421312588	1.698370619	2.233985	2.478463485	2.407234723	2.96634062	1.645763738	2.542849104	1.161470984	3.087342308	2.639934469	3.101558928	7.154178976	3.465791072	5.404749703	5.012223074	3.243614251	2.93235562	2.946433485
TGFB2	3.491815871	3.104320088	1.712448485	1.7509775	0.2	3.629142655	3.268720428	5.099185079	2.712448485	3.558639372	4.191305294	5.895574574	4.852493075	5.645433067	5.910695404	5.704990818	3.609927174	4.779228632	4.746682541	6.254340815	5.220379374	5.134679695	3.394730506	4.857551877	2.804334809	2.142849104	0.5169925	1.498370619	0.6	0.833985	1.033985	0.8	1.633985	1.464385619	1.962756238	2.215363119	1.845763738	1.233985	2.479748738	6.804029131	3.095539007	4.876848824	4.555481888	2.233985	2.576834104	3.085698207
ALDOC	4.091065444	3.148145888	2.588612842	2.562756238	1.2	4.211852519	4.002324076	5.097375718	2.974534976	3.495956053	4.747040752	6.194020581	5.203292506	5.90083682	6.037355769	5.701880779	4.384881609	4.903804379	4.934414616	6.322990126	5.428345347	4.996886473	4.15035065	5.366832632	3.879213912	2.693826604	1.064385619	0.9169925	1.033985	2.007234723	2.059841604	1.528771238	2.829440985	1.962756238	2.142849104	2.356926969	2.615363119	1.245763738	3.021312588	6.809537779	3.454642562	5.201716534	4.795659418	2.859841604	2.512448485	2.259841604
CGAS	4.019114431	3.751025764	2.53235562	2.679748738	1.795455985	4.453821682	4.688627562	5.833360699	3.33235562	4.22353978	5.329215574	6.808672712	6.186008641	6.419829638	6.381290101	6.486592493	4.955908046	5.649005697	5.491674942	6.875523595	6.162965637	5.730672957	4.784179216	5.804595502	3.648813293	3.376834104	1.581378119	2.724227223	1.815363119	3.489519972	3.316922047	2.433985	3.251713207	1.781378119	2.887342308	2.595455985	4.031320318	2.984962501	3.101955001	7.010060819	3.658226944	5.284405277	4.802690707	3.419301855	2.93235562	2.829440985
APOM	3.13235562	2.768705707	1.245763738	1.3509775	0.6	3.219836682	3.319028181	4.831155889	1.928771238	3.39180115	3.853821682	5.545081448	4.794238067	5.243892323	5.601389594	5.346180297	3.749911934	4.359245637	4.305605342	5.850472019	4.903190775	4.975940429	3.571635062	4.606928632	2.970349808	1.981378119	0.8	1.078463485	0	1.395455985	1.264385619	1	0.4	0.864385619	1.1509775	0.6	2.387327588	1.233985	2.190256943	6.433463178	3.13235562	4.621827377	4.022267894	2.607234723	1.267970001	2.346433485
RASGRF2	3.345243632	3.55344033	1.478463485	2.125871324	1.233985	3.760341672	3.62223121	4.656626942	2.498370619	3.824241943	4.105977607	6.140182175	5.026659241	5.488337614	5.593193794	5.676229383	4.305605342	4.764191133	4.818731546	6.239384516	5.21014404	5.011438645	4.131131998	5.020698064	2.946433485	2.693826604	0.5169925	1.464385619	1.033985	1.7509775	2.207234723	2.1169925	2.584962501	0.9169925	2.067970001	1.633985	2.457542476	1.478463485	2.304320088	6.525637981	3.178119358	4.930206133	3.970349808	2.562756238	2.195455985	2.301955001
CXXC4	3.241646872	2.735543928	1.528771238	1.833985	0.6	3.442863824	3.607749511	4.95287325	2.585851682	2.951727927	3.977397107	5.510976812	4.896212458	5.466868864	5.776213508	5.395120394	3.956425598	4.812815922	4.500731379	5.944349836	4.759856324	4.856350696	3.454642562	4.447169191	2.415363119	0.9169925	0.5169925	1.1169925	0.7169925	2.337650062	1.033985	0.981378119	1.464385619	1.5509775	1.433985	1.128771238	1.781378119	1.2	2.801405453	6.32181926	3.117742927	4.729439682	4.25888197	3.007234723	1.433985	2.13235562
AKAP1	4.407655202	3.974327514	2.790256943	1.981378119	1.245763738	4.553013181	4.18446113	5.506912903	3.295539007	4.005620062	4.605073069	6.432910933	5.782504125	6.084322471	6.085831517	5.906273786	4.818805998	5.122389838	5.030993281	6.605091577	5.661293788	5.385903277	4.186424492	5.443321181	4.70790447	3.691815871	1.781378119	2.415363119	1.561470984	2.854642562	2.845763738	1.867970001	2.878463485	2.079748738	2.690242222	2.298370619	2.827141857	1.928771238	2.929334241	6.987720841	3.499370755	5.268204719	4.630048252	2.955451063	2.897014913	3.034735427
PALMD	3.738305088	3.43691309	1.5509775	1.879748738	1.064385619	4.178407752	3.821827377	5.343560842	2.818947501	3.902705428	4.361400532	5.925290376	5.229345087	5.869168969	6.059941582	5.847046794	3.955451063	4.891245562	4.801359035	6.320736506	5.253958658	5.388907248	3.440684896	5.11155481	3.082937047	2.718397954	0.3169925	1.128771238	0.7169925	1.4	1.981378119	1.73235562	1.033985	1.562756238	1.498370619	1.2	2.576834104	0.9169925	2.407234723	6.784504501	3.47043283	4.873590063	4.349610719	2.982128546	2.498370619	3.041219723
SPP1	5.644078625	5.444226759	5.016395185	4.294341393	2.479748738	5.954854754	4.984014298	6.85288727	6.860679778	3.638458563	4.028217363	5.883415293	6.302948204	6.493087343	6.046711853	5.493317719	4.743222216	4.628036518	4.794133389	6.115211247	5.276830113	5.172245557	3.436020681	5.126807989	5.33974005	2.225856603	3.51554477	1.425856603	0.9169925	3.365805793	3.015363119	3.107734791	1	1.690242222	2.722941969	2.279748738	1.698370619	1.995455985	3.61369898	6.651655635	2.522941969	4.387709745	3.925800871	2.415363119	1.698370619	3.255297588
HLA-DPA1	6.304375042	5.245404602	5.102113239	4.800281089	3.628676643	6.466205431	6.710701089	7.311617899	5.27183763	6.401873537	7.077681176	8.12214776	8.181678648	8.076719651	8.236804846	7.927984558	6.853831969	7.265956787	7.409623879	8.544810999	8.187905234	7.246478147	6.600301268	7.459466018	6.07743011	6.016469938	4.738203861	5.159470581	3.882143267	5.674766071	5.27017748	4.995402308	5.056170349	4.955294317	5.736659344	5.332962887	6.109828041	5.060886308	5.114445303	8.360105705	5.158921011	7.054421439	6.086528706	4.976632765	4.868344481	4.307328747
NT5E	3.382951768	3.537650062	2.376834104	2.045763738	1.1509775	4.019528249	4.065597131	5.389095563	2.045763738	4.250253947	4.569612365	6.194119995	5.505648276	5.923181304	5.965016276	5.865789128	4.468136931	4.971755262	4.958143515	6.41181703	5.657356585	5.241987904	3.997741375	5.479308127	2.990256943	3.146528886	0.833985	1.233985	0.9169925	2.063029912	1.898370619	1.7509775	2.181378119	1.181378119	3.16634062	2.290242222	2.407234723	1.3169925	3.241219723	6.745995204	3.155312309	5.06295946	4.133106047	3.018947501	2.351727927	2.821312588
SPACA3	2.906032491	3.358212223	1.962756238	2.104320088	1.181378119	3.842932125	3.788544134	5.042573244	2.916922047	3.396741239	4.170349808	5.877130463	5.299923249	5.947383411	5.7744584	5.508644098	4.093993534	4.794903854	4.6260397	6.437580553	5.142467132	5.221981032	3.287342308	5.069211837	2.362756238	2.645763738	0.4	0.864385619	1.1169925	1.9509775	1.195455985	0.981378119	2.376834104	1.033985	2.162756238	0.7169925	1.815363119	1.633985	2.859841604	6.736319622	2.893826604	5.253207104	4.428311672	2.958212223	2.215363119	3.160964047
GADD45G	5.089339126	3.931145273	3.118397954	3.402690707	2.312448485	4.922101155	4.881861353	5.781675475	3.900918803	4.176834104	4.685629499	6.168528399	5.530096994	6.139018968	6.003816705	5.794252489	3.847337387	5.052545933	5.007631762	6.367062741	5.612660417	5.64197015	3.44934812	5.398308815	4.164030805	3.255297588	2.128771238	1.815363119	1.1169925	2.813352386	2.627141857	1.267970001	2.556926969	1.698370619	2.033985	2.5169925	3.079213912	1.678463485	3.283927322	6.912764228	2.981378119	5.203205496	4.748576352	3.144422752	2.239934469	2.595455985
CDC14B	3.780228768	3.722849946	1.498370619	2.162756238	1.064385619	4.04845619	3.664315166	5.281410566	2.629440985	3.824727291	4.487495964	5.953238514	5.243793508	5.714243963	5.741180597	5.71338496	3.812531507	4.863229785	4.658485897	6.400616076	5.220514965	5.364454335	3.755451063	5.157677396	2.873919469	2.756926969	1.298370619	2.015363119	1.278463485	2.229440985	1.633985	0.4	1.9509775	1.264385619	1.845763738	1.1509775	2.504320088	1.781378119	2.459841604	6.744191975	3.210819104	5.055589653	4.304834877	2.893826604	2.376834104	2.838458563
SPO11	3.316098826	3.174534976	1.898370619	1.498370619	0.7169925	3.540087944	3.79855227	5.057635419	2.795455985	3.582643335	4.098041693	5.737732235	5.103583079	5.656648513	5.761446532	5.60325371	3.626419607	4.867817331	4.290994991	6.13742968	5.147426688	4.995385532	3.359924626	4.850098547	2.245763738	2.078463485	0.9169925	1.5169925	0.2	1.298370619	0.4	1.161470984	1.6	0.7169925	1.233985	1.633985	2.304320088	1.033985	2.407234723	6.463204019	2.944134357	4.899442897	4.163926053	2.015363119	1.478463485	2.218947501
FEN1	5.293101125	4.146433485	3.176834104	3.371635062	2.756926969	5.228088948	5.161209846	5.826989188	4.160663522	4.594353191	5.318515975	6.718987495	6.12243627	6.422583837	6.439386601	6.385026306	4.399026451	5.600592662	5.376827059	6.777994097	5.944368906	5.698652258	4.144968711	5.600839144	4.530206133	3.546528886	1.264385619	2.751727927	2.059841604	2.815363119	2.64934812	2.467970001	3.039934469	1.9509775	3.021312588	2.504320088	2.493826604	1.756926969	3.279748738	7.236572006	3.80440311	5.441782726	4.83920899	3.240853091	2.735940001	3.071908736
TLX1	3.112802778	3.122963274	1.598079356	1.29248125	1	4.003068836	3.631043596	5.041445116	1.951838731	3.41942991	4.036801231	5.756506566	4.918466146	5.575279702	5.72893411	5.473899367	3.66942991	4.579401732	4.33355086	6.344522372	4.857980995	5.164327431	3.707430684	4.890598342	2.146240625	2.146240625	0.896240625	0.79248125	0.25	1.146240625	1.29248125	1.04248125	1.476722649	1.226722649	1.146240625	1.410964047	1.872963274	1.25	1.872963274	6.588467618	2.584962501	4.792128858	4.097172507	2.849017389	1.910964047	2.96759118
CCL1	3.238458563	2.490242222	1.4	1.898370619	1.1169925	3.79100737	3.408057944	5.357208608	3.059841604	3.726919675	4.144422752	5.959411192	4.998860846	5.676357076	5.919938674	5.553957986	3.47213513	4.89515935	4.886273607	6.320654137	5.17729293	5.360932338	3.754824213	4.939941007	2.524227223	1.698370619	0.6	1.233985	0.833985	1.278463485	0.761470984	1.1509775	1.781378119	1.1509775	1.898370619	1.1169925	2.479748738	1	2.921327309	6.879327401	2.905605342	5.248966948	4.586198275	3.007234723	1.890242222	2.910149357
GPT	3.617422116	3.441219723	1.3509775	1.581378119	0.9169925	4.232437939	4.198738056	5.119564185	2.067970001	3.523525059	4.401325756	5.965398961	5.001753767	5.907226732	5.789776342	5.529215574	4.256009152	5.043771763	4.580222285	6.257996497	5.20117027	5.144201976	3.682798293	5.105638509	2.776834104	1.581378119	0	0.9169925	0.4	1.942849104	1.879748738	1.233985	2.142849104	1.433985	1.633985	1.667970001	2.156926969	1.542849104	2.464385619	6.848215643	3.355451063	5.136467704	4.258226944	2.835390454	2.404334809	2.24934812
CXCL16	4.851407116	4.387059272	4.308558012	4.69912212	2.387327588	5.858864699	5.369990961	6.294853772	4.597161718	4.759438576	4.793841325	6.124927261	6.026991244	6.411937498	6.340793832	5.973694058	4.860576305	5.541234443	5.459771151	6.555497616	6.242039961	5.565443739	4.627430252	5.603907253	5.098789732	4.818765391	3.889519972	4.3004063	3.090242222	5.349688317	5.483600162	3.923504972	3.942862521	3.63920899	3.894969334	4.635473688	4.80440311	4.660223761	3.126621751	6.825773145	3.355451063	5.490419247	4.211333893	2.842863824	3.250237301	2.654642562
CCL17	3.377443751	3.52219706	1.660964047	1.79248125	0.79248125	3.916445007	3.196158711	5.206813965	2.564641508	3.947408882	4.054262228	5.893543162	5.04637857	5.712607952	5.907691648	5.341935934	3	4.756863798	4.390679857	6.321815376	5.129283017	5.54637857	3.488639962	5.081824838	2.403677461	2.584962501	0	1.29248125	0.5	2.160964047	2	1.5	1.79248125	1	2.5	1.5	1	0	2.453445298	6.706284923	3.453445298	4.951187557	4.827318014	3.084962501	2.403677461	2.564641508
IL15RA	3.101955001	3.455951131	1.7169925	2.125871324	1.562756238	4.160341672	4.397491666	5.209264707	2.581378119	3.768705707	4.686727785	6.176806114	5.899050594	6.071923928	6.026371298	6.176115844	4.681154192	5.081154192	5.471422937	6.50263162	5.895692188	5.145544463	4.3834138	5.46477691	3.199929547	3.124227223	1.581378119	2.142849104	1.033985	2.712448485	2.776834104	1.633985	2.667970001	2.56634062	2.690242222	2.73235562	3.525050444	2.595455985	2.961400532	6.588481469	3.079748738	4.614007413	4.139827725	2.473264443	1.762756238	1.890242222
FUBP1	6.218427753	4.760137963	4.146826809	4.520825938	3.655951131	5.835959913	6.120308189	6.629486686	4.833201715	5.172146929	6.63180605	7.810764935	7.314639772	7.515870765	7.387653208	7.681788748	6.52647595	6.598870412	6.672110642	7.966844991	7.238107484	6.634354815	6.039447029	6.740496023	5.770892266	5.027603601	3.452227996	3.81199668	3.693826604	4.365922871	4.455297588	3.886212996	4.478393032	3.43644783	4.718207301	4.156926969	4.383738879	4.24139905	3.827430252	7.652330083	4.223763888	5.802043077	5.30776131	4.052998461	3.259841604	4.045791914
TRAC	4.933106047	4.386959318	3.751727927	3.504834877	2.859841604	5.444346974	6.191305568	6.451744728	3.955797656	6.036786097	8.287884211	9.531366344	8.899513703	9.161351724	8.994220334	9.437746968	8.355732391	8.112026876	8.559658736	9.32926031	9.212394185	8.352955095	7.81408464	8.420202275	5.224072828	6.223230474	4.145945389	4.508823092	4.638805156	5.726396608	5.24613685	4.947142273	6.176347189	4.269375454	6.124819151	5.651641719	5.732326266	5.483328627	4.990537516	8.918519259	5.355377348	7.293962507	6.324689974	5.233628156	5.116365068	4.847245855
ITGAL	4.958831764	4.25888197	4.099100553	4.178119358	3.493826604	5.689228912	6.141642114	6.401417031	4.273418098	5.323218581	7.067469767	8.247932051	7.824646022	7.917403902	7.814204246	8.148522404	7.084117998	6.849479495	7.292861226	8.213283981	7.865892679	7.114921444	6.697197707	7.384244224	5.032855688	5.304102804	4.134352437	4.068859182	4.041640202	5.096631289	4.846729845	4.24009041	4.754392411	2.965150767	5.282073358	4.863123675	5.089002969	5.021594227	4.58912763	8.02145355	4.622941136	6.269965718	5.618724777	4.252040572	4.099052338	3.992197223
CACNA2D2	4.373744017	3.6619006	2.356926969	2.650237301	1.833985	4.464315166	4.459535513	5.338880791	3.147322666	3.948756508	4.13600596	6.037035299	5.235176966	5.981781601	5.842189905	5.459450374	3.769695859	4.809463398	4.730666987	6.120801638	5.181700991	5.303603031	3.751727927	4.910430996	4.19371986	2.513733739	1.5169925	1.181378119	1.7509775	1.984962501	2.273919469	0.4	2.091886324	1.7169925	1.815363119	1.433985	2.479748738	0.8	3.225131124	6.757439606	3.229536386	5.237302729	4.638848451	3.151727927	2.384962501	2.673264443
FZD2	3.799929547	3.357677396	2.007234723	2.101955001	1.181378119	3.888044066	3.496221132	5.396446371	3.045763738	3.933533195	4.392197223	5.984694341	5.192822476	5.950136036	5.869265853	5.585234872	3.853821682	4.895391578	4.783304484	6.362385784	5.315459809	5.360962569	3.439934469	5.059512677	3.099121046	2.181378119	0.4	1.5509775	0.7169925	2.478463485	2.045763738	0.664385619	1.961470984	1.581378119	1.698370619	1.5169925	2.642863824	1.098370619	2.607234723	6.802061063	3.135235495	5.221340764	4.788107456	3.146528886	2.807234723	2.704320088
ARID1B	5.169750411	4.181561216	3.092039979	3.904228065	2.476848824	4.803205496	5.072082085	6.076608693	3.861554006	4.730206133	5.725896272	7.10260344	6.6190362	6.877387219	6.734803936	6.906109698	5.450078053	6.030519152	5.987116897	7.30238904	6.493271008	6.299252299	5.189099341	6.179067416	5.14949105	4.025786151	2.176834104	3.16634062	2.768470069	3.94860792	3.475204723	2.687342308	3.599929547	3.278393032	2.989709949	3.208519976	3.836675707	3.188612842	3.573571573	7.417790048	4.08350005	5.530605002	4.88626121	3.398870687	3.135235495	3.253920311
